FORMAT SKU Code	Product Name	ITEM	FORMAT	SKU SAP Code	SKU SAP NAME	Category	Sub Category	Case Pack	Per UNIT	Item Head	Brand	UOM	Per UNIT Value	Category Head	IS LITRE	IS LITRE OIL	PACKAGING COST EXC
EDOHGPF2ZQ9RQPB3	Jivo_Extra Virgin_200ml	EXTRA VIRGIN 200ML	FLIPKART			OLIVE	EXTRA VIRGIN		200 MLS	PREMIUM	JIVO	MLS	0.2	OIL	Y	Y	3.43
EDOHGP27PXFNHZNZ	Jivo_Extra Virgin_200ml_Pack_Of_3	EXTRA VIRGIN 200ML	FLIPKART			OLIVE	EXTRA VIRGIN	3	200 MLS	PREMIUM	JIVO	MLS	0.2	OIL	Y	Y	3.43
QWRGGCFZQUPZT3AR	Extra Virgin-Extra Light-Pomace-15L- shopsy	EXTRA VIRGIN 5L + EXTRA LIGHT 5L + JIVO POMACE 5L	FLIPKART			OLIVE	EXTRA VIRGIN		5+5+5 LTR	PREMIUM	JIVO	LTR	15	OIL	Y	Y	0
EDOGNZ4RAC8J4ZP6	Canola2Ltr-EXtraLight1Ltr-Pomace1Ltr	CANOLA 2L + EXTRA LIGHT 1L + JIVO POMACE 1L	FLIPKART			OLIVE	EXTRA LIGHT		2+1+1 LTR	PREMIUM	JIVO	LTR	4	OIL	Y	Y	23.375
TEAHHQTVMG8QJ9ZJ	Tea_250g_Pack_of_4	TEA 250G PACK OF 4	FLIPKART			TEA	TEA		1 KG	OTHER	JIVO			OTHER	N	N	0
TEAHHNH929SDCEGN	Jivo_Tea_250g_Pack_Of_3	TEA 250G PACK OF 3	FLIPKART			TEA	TEA		750 GM	OTHER	JIVO			OTHER	N	N	0
EDOHGWSVUNGY8Y3M	JIvo Sunflower Oil 4 L	SUNFLOWER OIL 4L	FLIPKART			SUNFLOWER	SUNFLOWER		4 LTR	COMMODITY	JIVO	LTR	4	OIL	Y	Y	23.375
EDOHH3NKYPDHRHGK	CANOLA 3L+RICE 3KG	CANOLA 3L + RICE KG	FLIPKART			CANOLA	CANOLA		3 LTR	PREMIUM	JIVO	LTR	3	OIL	Y	Y	9.875
EDOGKC6KWYBCNNGH	Mustard-3LCan	MUSTARD 3L	FLIPKART			MUSTARD	MUSTARD KACCHI GHANI		3 LTR	COMMODITY	JIVO	LTR	3	OIL	Y	Y	9.875
TEAHHNH9HQQVXFMA	Jivo_Tea_250g_Pack_Of_2	TEA 250G PACK OF 2	FLIPKART			TEA	TEA		250 GM	OTHER	JIVO			OTHER	N	N	0
FLRHJ4DBVWCPKTHH	Jivo Makai Atta - 500gm	MAKKI ATTA 500 GM	FLIPKART			MAKKI ATTA	MAKKI ATTA		500 GM	OTHER	JIVO			OTHER	N	N	0
CRLGGF7YG5DJ4SMX	ROTI BOX		FLIPKART											0
TEAHHNH98DRXVHNK	Jivo_Tea_250g	TEA 250 GM	FLIPKART			TEA	TEA		250 GM	OTHER	JIVO			OTHER	N	N	0
EDOHH3NCNGRWNYRR	Yellow Mustad 1L + Coffee 100 G	YELLOW MUSTARD 1L + COFFEE 100 GM	FLIPKART			MUSTARD	YELLOW MUSTARD		1 LTR	PREMIUM	JIVO	LTR	1	OIL	Y	Y	6.875
EDOGJMUFJFKSFU3D	FL-Extra Virgin 5L+Extra Light 2L	EXTRA LIGHT 5L + EXTRA LIGHT 2L	FLIPKART			OLIVE	EXTRA VIRGIN		5 LTR + 2 LTR	PREMIUM	JIVO	LTR	7	OIL	Y	Y	81.75
EDOGNZ484UZRUYYZ	Pomace 5Ltr-Canola2Ltr	JIVO POMACE 5L + CANOLA 2L	FLIPKART			OLIVE	JIVO POMACE		5 LTR + 2 LTR	PREMIUM	JIVO	LTR	7	OIL	Y	Y	81.75
EDOHNFQUDF32JHZR	Jivo-Yellow-Mustard-1L+1L	YELLOW MUSTARD 1L + 1L	FLIPKART			MUSTARD	YELLOW MUSTARD		1 LTR + 1LTR	PREMIUM	JIVO	LTR	2	OIL	Y	Y	7.875
EDOGNPGGFM3M5HQA	Pomace5Ltr-ExtraLight1Ltr-Pomace1Ltr	JIVO POMACE 5L + EXTRA LIGHT 1L +JIVO POMACE 1L	FLIPKART			OLIVE	JIVO POMACE		5 LTR + 1 LTR + 1 LTR	PREMIUM	JIVO	LTR	7		Y	Y	81.75
